tailid;coordsys;x;y;z
42467;utm33;280826;6911470;
41842;utm33;;;
42489;utm33;-23043;6515590;
23828;utm33;238366;6580022;
36102;utm33;;;
23834;utm33;242101;6631335;
23835;utm33;21560;6819803;
23836;utm33;12816;6847766;
23842;utm33;31349;6751993;
25537;utm33;293311;6559019;
25538;utm33;333952;6675882;
40562;utm33;;;
40563;utm33;230153;6632505;
40564;utm33;286762;6746383;
40542;utm33;-31600;6572636;
40565;utm33;90144;6467024;
40543;utm33;;;
40566;utm33;-31507;6573848;
25805;utm33;257110;6643302;
25806;utm33;146603;6979714;
25807;utm33;;;
41324;utm33;214931;6556343;
25811;utm33;128364;6560272;
25812;utm33;270693;6663337;
25813;utm33;173776;6585202;
25814;utm33;261097;6649400;
25815;utm33;99546;6980454;
25817;utm33;643694;7672406;
25818;utm33;849819;7904982;
22059;utm33;417376;7302932;
22061;utm33;605173;7605967;
22062;utm33;886162;7791443;
35601;utm33;33907;6471663;
22065;utm33;231001;6632646;
22856;utm33;104329;6624239;
22068;utm33;265327;6747871;
40182;utm33;653623;7731661;
22073;utm33;262451;6649430;
22075;utm33;16499;6946485;
22076;utm33;473560;7463399;
22077;utm33;213477;6645623;
37502;utm33;286271;6746453;
37865;utm33;229973;6632577;
22089;utm33;261007;6650159;
42647;utm33;241757;7028551;
22113;utm33;136343;6497583;
23732;utm33;618307;7682803;
23708;utm33;562351;7632659;
42648;utm33;244142;6642020;
23688;utm33;820246;7863119;
42649;utm33;249726;6647757;
23727;utm33;473612;7463384;
23714;utm33;461310;7354882;
42650;utm33;651717;7732769;
25326;utm33;;;
25328;utm33;;;
25330;utm33;608453;7675833;
25331;utm33;653089;7731204;
25333;utm33;653263;7731452;
25334;utm33;653403;7731972;
25338;utm33;261866;6649239;
25339;utm33;83194;6934490;
25340;utm33;-13273;6577175;
25343;utm33;290176;6832868;
25344;utm33;695677;7692311;
44842;utm33;258922;6650691;
24993;utm33;270786;7042768;
28414;utm33;215387;6556561;
28419;utm33;199215;6626844;
28421;utm33;236738;6677407;
28424;utm33;262240;6735172;
28426;utm33;291029;6744560;
42704;utm33;463488;7356616;
28429;utm33;260983;6650635;
28434;utm33;246345;6640169;
28435;utm33;248948;6648576;
44604;utm33;278461;6578294;
42705;utm33;-31555;6725860;
28441;utm33;290273;6700105;
43742;utm33;1097812;7887034;
43743;utm33;;;
44222;utm33;;;
42707;utm33;314484;6943532;
44622;utm33;;;
42708;utm33;249788;7060415;
42709;utm33;241757;7028551;
42710;utm33;266531;7038290;
44242;utm33;;;
44262;utm33;-31484;6733883;
44263;utm33;270225;7041570;
30666;utm33;74146;6587535;
30667;utm33;249631;6647187;
34146;utm33;417336;7302993;
34148;utm33;516839;7620258;
34150;utm33;264965;6747002;
34153;utm33;255400;6785049;
34158;utm33;279476;6653116;
22755;utm33;-25899;6693607;
34160;utm33;-50848;6626712;
34161;utm33;815381;7783623;
34162;utm33;618442;7682959;
34166;utm33;135875;7018301;
34422;utm33;268179;6570936;
34423;utm33;230533;6632573;
34424;utm33;88330;6466574;
34425;utm33;-50776;6625665;
34426;utm33;269918;7041847;
21639;utm33;-28535;6690234;
35021;utm33;261764;6649528;
39162;utm33;195700;6557095;
36483;utm33;;;
25341;utm33;;;
28274;utm33;819917;7862765;
38422;utm33;266134;6648863;
34561;utm33;312382;67544530;
32141;utm33;279556;6654795;
32145;utm33;237137;6685446;
32161;utm33;262286;6649637;
32201;utm33;231017;6590927;
32189;utm33;261898;6649899;
32221;utm33;286703;6746201;
32222;utm33;295901;7044736;
32223;utm33;-33022;6565115;
39442;utm33;44904;6957920;
39862;utm33;265240;6649423;
42742;utm33;;;
44562;utm33;;;
44582;utm33;516663;7460187;
44583;utm33;;;
44584;utm33;;;
41202;utm33;654309;7735656;
43502;utm33;27407;6897642;
43503;utm33;76131;6814550;
43504;utm33;-43736;6732751;
43505;utm33;-31277;6751513;
43506;utm33;-32579;6735063;
43507;utm33;-31572;6725725;
43508;utm33;;;
43509;utm33;-31324;6666464;
43510;utm33;-50357;6626083;
43511;utm33;-40166;6548061;
43512;utm33;-22990;6515723;
43513;utm33;-33299;6560389;
43514;utm33;-37555;6565226;
43515;utm33;-31475;6571606;
43516;utm33;-31475;6571606;
42082;utm33;;;
26450;utm33;653180;7731097;
26451;utm33;262144;6648987;
26452;utm33;265140;6649159;
26453;utm33;261815;6649194;
33406;utm33;270850;7042403;
33407;utm33;262053;6649184;
26456;utm33;273795;7040752;
33410;utm33;262053;6649184;
33461;utm33;;;
33462;utm33;;;
41345;utm33;392948;7324591;
41346;utm33;473357;7463300;
33481;utm33;;;
26479;utm33;261750;6648942;
24998;utm33;267650;6570762;
25027;utm33;472697;7462581;
25062;utm33;261977;6649797;
25072;utm33;261723;6649556;
25075;utm33;262612;6649520;
25116;utm33;279253;6655386;
25158;utm33;653682;7732084;
25161;utm33;-32082;6735054;
25244;utm33;-17706;6643404;
25194;utm33;652692;7732182;
25197;utm33;-17456;6906524;
25200;utm33;265930;6601736;
25204;utm33;;;
25210;utm33;78870;6954637;
25213;utm33;278156;6577186;
25227;utm33;88093;6466961;
25230;utm33;260108;6614803;
25235;utm33;265784;6748066;
25239;utm33;261800;6651257;
25242;utm33;321952;7198546;
25251;utm33;88186;6480151;
25224;utm33;285181;6746214;
25258;utm33;360470;7287076;
25287;utm33;280892;6911847;
25291;utm33;238301;6580024;
25295;utm33;44271;6721868;
32224;utm33;193452;6570916;
32225;utm33;473254;7463213;
43167;utm33;;;
32229;utm33;474026;7463102;
32230;utm33;463487;7356478;
32231;utm33;654309;7735656;
32232;utm33;52934;6956053;
32233;utm33;98959;6980787;
32234;utm33;316916;7073690;
32235;utm33;270256;7040140;
32236;utm33;269913;7040767;
32237;utm33;241757;7028551;
43266;utm33;516663;7460187;
32239;utm33;-32046;6571874;
32240;utm33;-50552;6625933;
32241;utm33;-30474;6732410;
32242;utm33;-30642;6732065;
32243;utm33;15360;6847672;
32244;utm33;175641;6617165;
32245;utm33;257600;6651644;
32246;utm33;260768;6653361;
32247;utm33;135962;6497626;
32249;utm33;87459;6468491;
32250;utm33;87459;6468491;
32251;utm33;238984;6579351;
32252;utm33;191381;6574068;
32254;utm33;238255;6579797;
32255;utm33;230093;6633265;
32257;utm33;264858;6652009;
32258;utm33;276217;6650709;
32261;utm33;248948;6648576;
32262;utm33;333358;6676892;
32263;utm33;280188;6756565;
35923;utm33;262016;6649115;
32268;utm33;255705;6641028;
32269;utm33;268596;6570256;
32270;utm33;280826;6911469;
32271;utm33;261768;6652049;
32272;utm33;262515;6649302;
34581;utm33;261984;6648613;
39142;utm33;963015;7930948;
32359;utm33;148365;6738844;
32364;utm33;265981;6627361;
43982;utm33;;;
43983;utm33;332117;7153663;
41362;utm33;286245;6746363;
41662;utm33;279682;6756921;
43424;utm33;238366;6580022;
43425;utm33;216473;6557795;
43426;utm33;235040;6603579;
43427;utm33;255791;6699736;
43428;utm33;265002;6748645;
43429;utm33;256190;6783749;
43430;utm33;333358;6676892;
43431;utm33;211813;6861054;
30668;utm33;163625;6600803;
30670;utm33;478434;7619618;
30671;utm33;-50171;6669331;
30672;utm33;1040109;7902655;
30673;utm33;193471;6896550;
30674;utm33;230313;6632178;
30675;utm33;160143;6565961;
30676;utm33;618307;7682803;
30677;utm33;;;
30678;utm33;27680;6896571;
30679;utm33;128411;6994963;
30680;utm33;44151;6721893;
30681;utm33;283943;6610940;
30682;utm33;339566;6653349;
30683;utm33;293475;6694055;
30684;utm33;-24666;6513999;
30685;utm33;313330;6754571;
30686;utm33;265617;6627092;
30687;utm33;339254;6851340;
30688;utm33;-9920;6648868;
30689;utm33;209324;6762283;
30690;utm33;582032;7602580;
30691;utm33;81832;6516199;
30692;utm33;17772;6468337;
30693;utm33;517205;7460381;
30694;utm33;-31367;6751787;
30695;utm33;285614;6649557;
30696;utm33;-20537;6594926;
30697;utm33;-40129;6681969;
30698;utm33;-12011;6841135;
30699;utm33;-43370;6732439;
30700;utm33;442525;755596;
30701;utm33;301152;7167362;
30702;utm33;11876;6492023;
30703;utm33;;;
30704;utm33;-27800;6870235;
30705;utm33;;;
30706;utm33;239300;6899099;
30707;utm33;-13414;6577102;
25675;utm33;292604;6593443;
28398;utm33;-15075;6668424;
30722;utm33;331564;7153545;
30723;utm33;268155;6570964;
41347;utm33;599552;7592490;
30725;utm33;265617;6627092;
30726;utm33;129122;6502794;
30727;utm33;288616;7057900;
30728;utm33;101697;6993603;
30729;utm33;196076;7082459;
30730;utm33;-11202;6714093;
30731;utm33;102623;6580200;
30732;utm33;13868;6846971;
30741;utm33;962967;7930579;
30742;utm33;8256;6833597;
30743;utm33;243602;6797497;
30744;utm33;457932;7435701;
30745;utm33;44443;6967741;
30746;utm33;128411;6994963;
30747;utm33;279314;6682517;
30748;utm33;;;
30749;utm33;-28779;6551228;
30751;utm33;265618;6748070;
21670;utm33;-16942;6533438;
21841;utm33;285614;6649577;
21714;utm33;174835;6670291;
26437;utm33;273029;7044347;
26438;utm33;278837;6655264;
26440;utm33;-34078;6570031;
39102;utm33;;;
43482;utm33;244142;6642020;
43483;utm33;249037;6648562;
37403;utm33;473488;7463050;
38542;utm33;262211;6649622;
25384;utm33;-31698;6572899;
43484;utm33;236738;6677407;
32226;utm33;819365;7863799;
33761;utm33;474368;7464447;
43485;utm33;199273;6626799;
34002;utm33;473292;7463147;
24325;utm33;290172;6832867;
24088;utm33;-27363;6710253;
24371;utm33;225575;7041912;
26154;utm33;321729;7175716;
25456;utm33;313431;6754313;
24996;utm33;279168;6756971;
24765;utm33;321777;7175718;
38122;utm33;102198;7006252;
24581;utm33;127927;6730300;
21648;utm33;-8833;6499836;
21551;utm33;252995;7031127;
24615;utm33;230359;6632834;
23920;utm33;280898;6911856;
24265;utm33;-520;6683757;
24001;utm33;-32183;6665120;
23927;utm33;27215;6945934;
24681;utm33;392800;7324465;
23996;utm33;296842;7044091;
24131;utm33;263330;7026176;
32461;utm33;-32764;6734781;
32481;utm33;39010;6928387;
32541;utm33;261159;6649613;
32581;utm33;13598;6847337;
32585;utm33;99057;6980504;
32586;utm33;473056;7463126;
32587;utm33;653216;7731602;
32588;utm33;819773;7862711;
32589;utm33;229838;6632725;
32590;utm33;-31621;6733754;
32591;utm33;192992;6568811;
32592;utm33;286507;6746017;
32593;utm33;328076;7103369;
32594;utm33;255608;6784224;
32595;utm33;-31607;6572664;
32596;utm33;270207;7041911;
32598;utm33;278156;6577186;
32599;utm33;137231;6498171;
32600;utm33;88093;6466961;
24423;utm33;255794;6699548;
40444;utm33;139683;6611367;
40445;utm33;191200;6575018;
43303;utm33;76123;6814557;
40422;utm33;230313;6632178;
43444;utm33;264418;6747974;
43446;utm33;286635;6746355;
43447;utm33;313574;6754316;
43448;utm33;280826;6911470;
43462;utm33;136137;6497711;
43463;utm33;87452;6468406;
43464;utm33;54842;6456673;
43465;utm33;17472;6468718;
43466;utm33;12281;6492193;
25323;utm33;1076520;7807140;
25325;utm33;995112;7842002;
25315;utm33;555557;7605422;
25342;utm33;-32184;6665270;
28466;utm33;474027;7463102;
37962;utm33;-35726;6725045;
23627;utm33;260618;6649613;
28477;utm33;-32143;6734493;
28478;utm33;-31727;6734354;
28494;utm33;262948;6649751;
28535;utm33;262969;6649356;
28537;utm33;87915;6466326;
28538;utm33;-32082;6735054;
28539;utm33;270207;7041911;
28540;utm33;562181;7632926;
30753;utm33;37504;6880811;
30754;utm33;170090;6744633;
30755;utm33;255438;6703418;
30756;utm33;425472;7269523;
30757;utm33;57513;6741862;
30758;utm33;613980;7642993;
30759;utm33;125256;6484418;
30761;utm33;338303;6705956;
30762;utm33;-35508;6801202;
30763;utm33;496352;7605903;
30764;utm33;293327;6558983;
30765;utm33;163059;7016376;
30766;utm33;292143;6737254;
30767;utm33;525645;7552330;
30768;utm33;819802;7862752;
30769;utm33;61620;6970430;
30770;utm33;27501;6945531;
30771;utm33;562150;7632911;
30772;utm33;766418;7835928;
30773;utm33;425472;7269523;
30774;utm33;-50776;6625665;
30775;utm33;203986;7031512;
30776;utm33;461926;7355272;
30777;utm33;150543;6765024;
30779;utm33;;;
30780;utm33;201275;7066543;
30781;utm33;;;
30782;utm33;-2260;6599725;
30783;utm33;283943;6610940;
30784;utm33;-41000;6626044;
30785;utm33;230911;6591109;
30786;utm33;12615;6730072;
30787;utm33;236694;6679204;
30788;utm33;235028;6603516;
30789;utm33;311706;6973446;
30790;utm33;65752;6891255;
30791;utm33;293475;6694055;
30792;utm33;242263;6631401;
30793;utm33;272584;6549678;
30795;utm33;-20857;6820585;
30796;utm33;;;
34963;utm33;;;
39362;utm33;263692;6653093;
39542;utm33;;;
39543;utm33;262689;6647078;
26141;utm33;-11195;6714026;
26144;utm33;229908;6632620;
26191;utm33;-32143;6734493;
26203;utm33;12084;6492155;
26207;utm33;-58298;6782034;
26211;utm33;1055485;7842568;
26222;utm33;653368;7731350;
26226;utm33;-9745;6648991;
26239;utm33;230713;6632723;
32724;utm33;249631;6647187;
32727;utm33;328998;7102636;
32768;utm33;62561;6810599;
32821;utm33;230131;6632522;
32822;utm33;236694;6679204;
32865;utm33;;;
32866;utm33;;;
32867;utm33;;;
32868;utm33;;;
32881;utm33;270681;7041957;
32901;utm33;;;
32902;utm33;;;
32903;utm33;;;
32904;utm33;;;
32905;utm33;;;
32907;utm33;;;
44182;utm33;266101;6627606;
42622;utm33;136013;7018421;
42942;utm33;;;
42943;utm33;65487;6891206;
42944;utm33;115310;6818544;
41762;utm33;431955;7196279;
30968;utm33;236694;6679204;
30969;utm33;249723;7060387;
30970;utm33;166522;6523270;
30971;utm33;283102;7237877;
30972;utm33;174835;6670291;
30973;utm33;263436;6587381;
30974;utm33;285614;6649577;
30975;utm33;424352;7400307;
43042;utm33;267079;6645167;
30977;utm33;314383;6943454;
30978;utm33;402166;7507217;
30979;utm33;242263;6631401;
30980;utm33;371056;7151445;
30981;utm33;263436;6587381;
30982;utm33;613980;7642993;
30983;utm33;517036;7442797;
30984;utm33;-9698;6732072;
39683;utm33;262313;6649479;
39682;utm33;-32245;6732993;
39842;utm33;229999;6632662;
39863;utm33;;;
39864;utm33;238507;6579043;
39865;utm33;268160;6570840;
39866;utm33;238507;6579043;
39867;utm33;39010;6928387;
39868;utm33;-38080;6564791;
39869;utm33;461405;7354880;
40002;utm33;849866;7904968;
40004;utm33;897067;7911393;
40005;utm33;947092;7917112;
40006;utm33;618254;7682910;
40007;utm33;727656;7781000;
40145;utm33;288231;6746567;
40146;utm33;333568;6676682;
40147;utm33;285514;6558296;
40148;utm33;315863;6598760;
40149;utm33;368399;6793210;
40150;utm33;360934;6730817;
40203;utm33;373152;7127045;
40209;utm33;339132;7197502;
40224;utm33;201494;7066686;
40642;utm33;254308;6596673;
40643;utm33;191727;6576864;
40882;utm33;;;
40883;utm33;;;
40902;utm33;-32035;6733661;
40922;utm33;;;
41185;utm33;-32494;6574160;
41184;utm33;-44605;6604921;
41186;utm33;-20484;6595012;
41187;utm33;-27820;6550002;
41984;utm33;270884;6652073;
41985;utm33;263624;6649376;
40044;utm33;270672;7041877;
40045;utm33;599213;7593467;
40046;utm33;262016;6649115;
40062;utm33;-32035;6735043;
21627;utm33;-35508;6801202;
43242;utm33;909170;7742045;
43522;utm33;288611;6673360;
43523;utm33;265981;6627361;
39482;utm33;211901;6860934;
40502;utm33;278837;6655264;
43542;utm33;496400;7605328;
43543;utm33;475736;7463237;
43544;utm33;370634;7263216;
43545;utm33;391969;7323973;
43562;utm33;819382;7863864;
43563;utm33;1078111;7807369;
43568;utm33;194301;6566875;
43565;utm33;654067;7735878;
30985;utm33;229531;66115160;
30986;utm33;16201;6945678;
30987;utm33;226597;6564273;
30988;utm33;-33226;6560461;
30989;utm33;87308;6991345;
26674;utm33;263788;6649418;
26675;utm33;261953;6649038;
26684;utm33;263777;6653699;
26685;utm33;262552;6649800;
26689;utm33;263187;6651758;
26699;utm33;262332;6649610;
26701;utm33;260332;6652196;
26709;utm33;-31923;6734283;
26713;utm33;262211;6649622;
26739;utm33;261842;6649848;
26742;utm33;;;
34841;utm33;-34078;6570031;
25966;utm33;36257;6922658;
25968;utm33;97462;6980937;
25995;utm33;201432;7066758;
25997;utm33;-2331;6599743;
26000;utm33;237437;6669735;
26004;utm33;-31635;6733640;
26010;utm33;283605;6706340;
43142;utm33;473455;7463255;
40468;utm33;74254;6587579;
40822;utm33;;;
43143;utm33;328911;7102854;
43144;utm33;1097684;7886955;
43145;utm33;238352;6579066;
43146;utm33;262356;6649241;
41283;utm33;249492;6647904;
41802;utm33;198420;6627675;
44302;utm33;259348;6649934;
32915;utm33;;;
32916;utm33;;;
32917;utm33;;;
32918;utm33;;;
34141;utm33;13693;6847472;
32919;utm33;;;
32920;utm33;;;
32921;utm33;;;
32922;utm33;;;
32923;utm33;261035;6650279;
32941;utm33;260890;6649652;
32942;utm33;;;
32943;utm33;;;
43567;utm33;175742;6617181;
43569;utm33;191467;6574266;
43570;utm33;;;
30798;utm33;353384;7155519;
30799;utm33;-42311;6535146;
30800;utm33;587870;7631198;
30801;utm33;318100;7088130;
30802;utm33;88050;6480296;
30803;utm33;244714;6687141;
30804;utm33;17122;6714180;
30805;utm33;48509;6855909;
30806;utm33;909659;7742368;
30822;utm33;653916;7734002;
30823;utm33;-51115;6611531;
30824;utm33;820654;7676742;
30825;utm33;-40823;6553057;
30827;utm33;198661;6627068;
30828;utm33;333568;6676682;
30829;utm33;178152;6539133;
30830;utm33;88300;6466497;
30831;utm33;133591;7018443;
30832;utm33;202017;6683668;
30834;utm33;11685;6725526;
41348;utm33;481947;7568836;
41349;utm33;562420;7632726;
26491;utm33;262967;6621527;
26492;utm33;261757;6651541;
26507;utm33;262337;6649342;
41350;utm33;652717;7730123;
26518;utm33;262051;6648728;
26520;utm33;261984;6655419;
26521;utm33;263555;6653486;
26523;utm33;260638;6649461;
26524;utm33;268301;6570644;
39062;utm33;481060;7463735;
41351;utm33;820265;7863178;
41352;utm33;1040030;7902348;
26538;utm33;262750;6649769;
41462;utm33;;;
26549;utm33;261991;6649747;
26550;utm33;262594;6649343;
26551;utm33;238134;6578468;
26553;utm33;270847;7042905;
33602;utm33;261957;6649713;
25347;utm33;65740;6891168;
41242;utm33;194301;6566875;
41243;utm33;230311;6633240;
41986;utm33;269978;6654175;
41273;utm33;269415;6654025;
41422;utm33;702555;7727152;
32944;utm33;;;
32945;utm33;;;
32946;utm33;;;
32981;utm33;;;
32982;utm33;;;
32983;utm33;;;
32984;utm33;;;
32985;utm33;;;
32986;utm33;;;
32987;utm33;259318;6650111;
32988;utm33;;;
32989;utm33;;;
33001;utm33;261744;6649137;
33041;utm33;260201;6650476;
33042;utm33;261412;6649427;
33043;utm33;;;
33045;utm33;;;
33046;utm33;;;
33047;utm33;;;
33048;utm33;261730;6649174;
33049;utm33;;;
33050;utm33;;;
33051;utm33;;;
33052;utm33;;;
33061;utm33;261652;6650327;
33121;utm33;-31923;6734283;
33162;utm33;-50815;6626526;
33181;utm33;248774;6650776;
41602;utm33;820709;7676740;
41803;utm33;;;
39902;utm33;258820;6651768;
33282;utm33;;;
33294;utm33;;;
33295;utm33;;;
33296;utm33;;;
33297;utm33;;;
33298;utm33;;;
33301;utm33;;;
33302;utm33;259786;6650220;
21622;utm33;-31918;6725163;
33305;utm33;-31703;6734325;
33321;utm33;;;
33322;utm33;;;
40103;utm33;473027;7463109;
40104;utm33;527843;7406070;
40105;utm33;460899;7355311;
40106;utm33;599552;7592490;
40108;utm33;347789;6948982;
40109;utm33;819873;7862871;
40110;utm33;562183;7632923;
40111;utm33;726010;7687408;
40112;utm33;1076378;7807119;
40113;utm33;1046622;7796545;
40122;utm33;991283;7826727;
40123;utm33;1084628;7801004;
40124;utm33;1056105;7842085;
40125;utm33;231508;6631333;
40126;utm33;228610;6569587;
40127;utm33;195823;6557958;
40128;utm33;-38984;6723682;
40129;utm33;-50993;6626191;
40482;utm33;909793;7742374;
40483;utm33;821221;7677614;
40484;utm33;640078;7665788;
40485;utm33;517140;7460251;
40486;utm33;371982;7127249;
40487;utm33;314124;6942865;
25351;utm33;170674;6965797;
25376;utm33;-31613;6573468;
25381;utm33;332117;7153663;
25385;utm33;500697;7517909;
25406;utm33;255982;6650015;
25392;utm33;-31961;6734328;
43322;utm33;27288;6897680;
43323;utm33;15355;6847755;
25460;utm33;562181;7632926;
25500;utm33;819794;7862783;
25478;utm33;328985;7102534;
25482;utm33;198945;6626880;
25486;utm33;17772;6468337;
25491;utm33;191797;6576810;
25509;utm33;146348;6879561;
25512;utm33;564106;7608719;
25515;utm33;373154;7127045;
25520;utm33;-8774;6499870;
25523;utm33;78880;6468118;
25527;utm33;-24282;6514169;
25531;utm33;191147;6575114;
25850;utm33;-34446;6748820;
25584;utm33;139340;6611112;
25587;utm33;562150;7632911;
25594;utm33;200111;6583383;
42083;utm33;;;
25574;utm33;-33904;6560209;
25603;utm33;320838;6627828;
25607;utm33;431948;7196296;
33323;utm33;;;
33701;utm33;270909;7042413;
33728;utm33;255006;6785626;
33801;utm33;392948;7324591;
33802;utm33;99545;6980454;
33804;utm33;274267;7040457;
33821;utm33;36964;6926373;
33822;utm33;313955;6942683;
33841;utm33;;;
33863;utm33;820453;7676959;
33901;utm33;236275;7074009;
31129;utm33;59771;6522388;
31130;utm33;336280;6723439;
27981;utm33;496386;7605319;
28401;utm33;260748;6649929;
31202;utm33;-31576;6732432;
31203;utm33;-33609;6560458;
31204;utm33;238050;6579959;
31205;utm33;279596;6653351;
26097;utm33;1056358;7841820;
24851;utm33;242691;7052350;
31342;utm33;262051;6648728;
31346;utm33;263340;6649141;
31382;utm33;-31484;6733883;
31383;utm33;34174;6471928;
31384;utm33;;;
31385;utm33;313645;6754478;
39922;utm33;263056;6649042;
39562;utm33;442327;7560047;
40663;utm33;286762;6746383;
41022;utm33;;;
22707;utm33;201585;7066848;
42282;utm33;654309;7735656;
31387;utm33;516673;7461097;
42927;utm33;37765;6880311;
31390;utm33;;;
42928;utm33;-35705;6801416;
42929;utm33;56442;6899789;
42930;utm33;-20810;6820589;
31401;utm33;199006;6627241;
31402;utm33;87861;6466381;
42931;utm33;21512;6819982;
31404;utm33;255752;6784099;
42932;utm33;;;
38882;utm33;;;
33943;utm33;325638;7079149;
33944;utm33;418276;7302593;
33946;utm33;654732;7735924;
33947;utm33;1056881;7842457;
25611;utm33;261842;6649848;
25599;utm33;-8249;6729183;
43324;utm33;561525;7632469;
43325;utm33;616685;7684823;
44362;utm33;316847;7073591;
43326;utm33;732827;7751400;
43327;utm33;463551;7356622;
44363;utm33;815553;7783825;
28557;utm33;-31795;6733885;
39403;utm33;65433;6945958;
39404;utm33;231286;6835222;
39422;utm33;-40826;6625960;
40373;utm33;108716;6810954;
40377;utm33;64584;6729619;
40387;utm33;44155;6721899;
40392;utm33;-2214;6599589;
40403;utm33;5356;6626504;
39784;utm33;262218;6648762;
42382;utm33;339142;7197781;
42383;utm33;199151;6626720;
42384;utm33;12281;6492193;
40682;utm33;;;
22802;utm33;-44557;6604894;
42402;utm33;92810;6466722;
42403;utm33;877445;7802582;
42404;utm33;139650;6611046;
43762;utm33;260651;6649556;
39383;utm33;-40487;6553335;
22759;utm33;153952;7041082;
30835;utm33;29726;6492099;
30836;utm33;-16304;6672285;
30838;utm33;-31733;6588110;
30839;utm33;547351;7629358;
30840;utm33;732271;7751438;
30841;utm33;706573;7704489;
30842;utm33;230911;6591109;
30861;utm33;613980;7642993;
30862;utm33;947058;7917110;
44802;utm33;261303;6650225;
33948;utm33;62854;6810306;
33962;utm33;269918;7041847;
33964;utm33;329035;7103077;
42933;utm33;95936;6797274;
34006;utm33;653619;7732092;
42934;utm33;7137;6855067;
34009;utm33;1076569;7806965;
42935;utm33;;;
36781;utm33;;;
34521;utm33;45858;6814741;
34522;utm33;263436;6587381;
34523;utm33;262077;6649729;
34527;utm33;313330;6754571;
34528;utm33;265753;6747461;
34529;utm33;230569;6632664;
34601;utm33;653619;7732092;
34603;utm33;819935;7862679;
34604;utm33;1056104;7842085;
34606;utm33;474217;7463311;
34534;utm33;243672;6595189;
34536;utm33;191147;6575114;
31405;utm33;34174;6471928;
31406;utm33;462151;7355275;
31407;utm33;;;
31409;utm33;417298;7303083;
31411;utm33;601006;7594623;
40142;utm33;-17742;6905685;
40143;utm33;-31607;6572664;
40144;utm33;44790;6957853;
28360;utm33;262573;6650197;
28367;utm33;262413;6649786;
28378;utm33;439153;7556925;
28379;utm33;598920;7594070;
28380;utm33;463487;7356478;
28381;utm33;391957;7323949;
28382;utm33;418321;7302236;
28385;utm33;133421;7018473;
28386;utm33;98959;6980787;
28387;utm33;36767;6922784;
28389;utm33;97316;6797215;
28390;utm33;-27260;6869982;
28397;utm33;-32116;6737276;
28400;utm33;-50552;6625933;
28405;utm33;12281;6492192;
22698;utm33;35485;6922631;
22561;utm33;563246;7630821;
26051;utm33;-50776;6625665;
30863;utm33;62755;6810249;
30864;utm33;392802;7324459;
30865;utm33;344698;7221648;
30866;utm33;283848;7068047;
30867;utm33;618307;7682803;
30868;utm33;193471;6896550;
30869;utm33;317540;7074347;
30870;utm33;233203;6637280;
30871;utm33;432305;7149481;
30872;utm33;255638;6784736;
30873;utm33;111608;6475668;
30874;utm33;46785;6463938;
30875;utm33;-31367;6751787;
30876;utm33;161672;6872798;
30877;utm33;776768;7809439;
30878;utm33;7628;6510645;
30879;utm33;255438;6703418;
30880;utm33;404409;7366068;
30881;utm33;89249;6832112;
30882;utm33;33458;6471507;
30883;utm33;706573;7704489;
30884;utm33;95272;6797055;
30885;utm33;539156;7587805;
30886;utm33;274397;6650241;
30887;utm33;292143;6737254;
30888;utm33;290557;7038374;
30889;utm33;54693;6456497;
30890;utm33;310786;6598203;
30891;utm33;62261;6471717;
30892;utm33;-30499;6785877;
30893;utm33;-31367;6751787;
30894;utm33;232854;7001717;
30895;utm33;263330;7026176;
27927;utm33;194122;6566886;
30902;utm33;443338;7417877;
30903;utm33;337155;7036348;
30904;utm33;87308;6991345;
30905;utm33;262024;6998374;
30906;utm33;-31367;6751787;
30908;utm33;220666;6658165;
30909;utm33;100278;6980676;
30910;utm33;442525;7559596;
30911;utm33;254489;6596566;
30913;utm33;640211;7665783;
30915;utm33;850000;7904947;
30916;utm33;316747;7127476;
30917;utm33;331564;7153545;
30918;utm33;371056;7151445;
30919;utm33;279314;6682517;
30920;utm33;599475;7593250;
30921;utm33;13868;6846971;
30922;utm33;219607;6633945;
30923;utm33;176946;6729402;
41622;utm33;81276;6515742;
42182;utm33;274827;7042500;
34607;utm33;417401;7303016;
41722;utm33;402166;7507217;
42571;utm33;54398;6952487;
42572;utm33;36766;6922796;
44722;utm33;244255;6642038;
44862;utm33;;;
25221;utm33;44904;6957920;
30605;utm33;242165;7030257;
30606;utm33;392802;7324459;
30607;utm33;815407;7783348;
30608;utm33;;;
30609;utm33;230911;6591109;
30610;utm33;544300;7690632;
30611;utm33;311531;6569345;
30612;utm33;270322;7040131;
30613;utm33;136595;6496705;
30614;utm33;244079;6641714;
30615;utm33;283943;6610940;
30616;utm33;-29965;6841933;
30617;utm33;-37357;6737485;
30618;utm33;62261;6471717;
30619;utm33;87308;6991345;
30620;utm33;175737;7031788;
30621;utm33;76943;6777531;
30622;utm33;308169;6643479;
30623;utm33;-42447;6702045;
30624;utm33;-46831;6780756;
30627;utm33;128018;7012776;
30628;utm33;46072;6815436;
30629;utm33;575353;7582248;
30630;utm33;667149;7686768;
30631;utm33;195800;6557130;
30632;utm33;634939;7642429;
30633;utm33;517036;7442797;
30634;utm33;618307;7682803;
30635;utm33;-32060;6734099;
24207;utm33;317450;7073995;
31413;utm33;328110;7104419;
31414;utm33;731868;7751362;
31417;utm33;270225;7041570;
