Larvik,Mormon,18
Larvik,Lutheranism,133
Larvik,Baptist,29
Larvik,Frelsesarmeen,3
Lavangen,Dissenter,2
Lavangen,Atheist,3
Lebesby,Evangelical Lutheran Free Church,1
Leikanger,Atheist,1
Leka,Kristi Menighet,2
Lenvik,Adventism,2
Lenvik,Atheist,104
Lenvik,Evangelical Lutheran Free Church,3
Lenvik,Methodism,10
Lenvik,Guds Menighed,36
Lenvik,Dissenter,1
Lenvik,Catholism,3
Lesja,Atheist,5
Lesja,Catholism,1
Lesja,Adventism,1
Levanger,Evangelical Lutheran Free Church,36
Levanger,Dissenter,2
Levanger,Catholism,1
Levanger,Atheist,31
Levanger,Lutheranism,36
Levanger,Baptist,27
Levanger,Methodism,61
Levanger,Adventism,2
Lier,Lutheranism,4
Lier,Baptist,4
Lier,Kristi Menighet,1
Lier,Adventism,7
Lier,Methodism,2
Lier,Evangelical Lutheran Free Church,3
Lier,Atheist,41
Lillehammer,Lutheranism,24
Lillehammer,Adventism,1
Lillehammer,Methodism,7
Lillehammer,Evangelical Lutheran Free Church,4
Lillehammer,Frelsesarmeen,2
Lillehammer,Catholism,1
Lillehammer,Atheist,34
Lillesand,Quakers,7
Lillesand,Lutheranism,72
Lillesand,Baptist,18
Lillesand,Adventism,11
Lillesand,Evangelical Lutheran Free Church,121
Lillesand,Atheist,25
Lillesand,Methodism,12
Lindesnes,Adventism,2
Lindås,Frelsesarmeen,2
Lindås,Catholism,1
Lindås,Baptist,4
Lindås,Atheist,28
Lindås,Methodism,7
Lindås,Adventism,9
Lom,Lutheranism,1
Lom,Methodism,4
Loppa,Catholism,9
Loppa,Lutheranism,2
Loppa,Evangelical Lutheran Free Church,4
Loppa,Adventism,2
Lund,Atheist,1
Lunner,Atheist,13
Lunner,Methodism,8
Lurøy,Atheist,2
Lurøy,Evangelical Lutheran Free Church,28
Lurøy,Dissenter,8
Lurøy,Lutheranism,79
Luster,Evangelical Lutheran Free Church,1
Luster,Methodism,1
Luster,Dissenter,1
Lyngdal,Evangelical Lutheran Free Church,16
Lyngdal,Lutheranism,16
Lyngdal,Catholism,1
Lyngdal,Adventism,4
Lyngdal,Atheist,7
Lyngen,Evangelical Lutheran Free Church,9
Lyngen,Lutheranism,15
Lyngen,Atheist,5
Lyngen,Baptist,3
Lærdal,Atheist,1
Lærdal,Lutheranism,3
Lødingen,Evangelical Lutheran Free Church,1
Lørenskog,Atheist,1
Lørenskog,Lutheranism,1
Lørenskog,Evangelical Lutheran Free Church,3
Løten,Jew,2
Løten,Evangelical Lutheran Free Church,48
Løten,Atheist,26
Løten,Lutheranism,2
Malvik,Evangelical Lutheran Free Church,1
Malvik,Atheist,4
Mandal,Lutheranism,2
Mandal,Evangelical Lutheran Free Church,8
